"PERIOD","UNI","FIELD","LEVEL","SEX","VALUE"
"2013/14","6","6","3","1","3"
"2013/14","6","6","3","2","23"
"2013/14","6","6","5","1","5"
"2013/14","6","6","5","2","6"
"2013/14","6","8","2","1","32"
"2013/14","6","8","2","2","38"
"2013/14","6","8","3","1","119"
"2013/14","6","8","3","2","104"
"2013/14","6","8","5","1","24"
"2013/14","6","8","5","2","31"
"2013/14","6","12","2","1","58"
"2013/14","6","12","2","2","219"
"2013/14","6","14","2","1","125"
"2013/14","6","14","2","2","400"
"2013/14","6","14","5","1","17"
"2013/14","6","14","5","2","45"
"2013/14","6","15","1","1","13"
"2013/14","6","15","1","2","16"
"2013/14","6","15","2","1","18"
"2013/14","6","15","2","2","153"
"2013/14","6","15","3","1","62"
"2013/14","6","15","3","2","79"
"2013/14","7","1","2","1","381"
"2013/14","7","1","2","2","168"
"2013/14","7","1","3","1","19"
"2013/14","7","1","3","2","12"
"2013/14","7","1","5","1","17"
"2013/14","7","1","5","2","1"
"2013/14","7","2","2","1","1309"
"2013/14","7","2","2","2","184"
"2013/14","7","2","3","1","84"
"2013/14","7","2","3","2","5"
"2013/14","7","2","5","1","156"
"2013/14","7","2","5","2","7"
"2013/14","7","5","2","1","706"
"2013/14","7","5","2","2","703"
"2013/14","7","5","3","1","98"
"2013/14","7","5","3","2","85"
"2013/14","7","5","5","1","333"
"2013/14","7","5","5","2","89"
"2013/14","7","12","2","1","160"
"2013/14","7","12","2","2","456"
"2013/14","7","12","3","1","6"
"2013/14","7","12","3","2","16"
"2013/14","7","12","5","1","35"
"2013/14","7","12","5","2","42"
"2013/14","7","14","2","1","16"
"2013/14","7","14","2","2","138"
"2013/14","7","14","3","1","1"
"2013/14","7","14","3","2","13"
"2013/14","7","14","5","1","5"
"2013/14","7","14","5","2","37"
"2013/14","10","1","2","1","342"
"2013/14","10","1","2","2","157"
"2013/14","10","1","3","1","38"
"2013/14","10","1","3","2","10"
"2013/14","10","2","2","1","1716"
"2013/14","10","2","2","2","145"
"2013/14","10","2","3","1","71"
"2013/14","10","2","3","2","5"
"2013/14","10","2","5","1","123"
"2013/14","10","2","5","2","15"
"2013/14","10","3","2","1","696"
"2013/14","10","3","2","2","472"
"2013/14","10","3","3","1","43"
"2013/14","10","3","3","2","65"
"2013/14","10","5","2","1","3012"
"2013/14","10","5","2","2","2374"
"2013/14","10","5","3","1","219"
"2013/14","10","5","3","2","120"
"2013/14","10","5","5","1","692"
"2013/14","10","5","5","2","422"
"2013/14","10","6","2","1","233"
"2013/14","10","6","2","2","271"
"2013/14","10","6","3","1","22"
"2013/14","10","6","3","2","25"
"2013/14","10","6","5","1","4"
"2013/14","10","6","5","2","14"
"2013/14","10","8","2","1","261"
"2013/14","10","8","2","2","375"
"2013/14","10","8","3","1","380"
"2013/14","10","8","3","2","452"
"2013/14","10","8","5","1","23"
"2013/14","10","8","5","2","74"
"2013/14","10","11","2","1","58"
"2013/14","10","11","2","2","292"
"2013/14","10","11","3","1","4"
"2013/14","10","11","3","2","39"
"2013/14","10","11","5","1","28"
"2013/14","10","11","5","2","28"
"2013/14","10","12","2","1","149"
"2013/14","10","12","2","2","514"
"2013/14","10","12","3","1","18"
"2013/14","10","12","3","2","62"
"2013/14","10","12","5","1","22"
"2013/14","10","12","5","2","23"
"2013/14","10","13","2","1","61"
"2013/14","10","13","2","2","226"
"2013/14","10","13","3","1","17"
"2013/14","10","13","3","2","83"
"2013/14","10","13","5","1","148"
"2013/14","10","13","5","2","395"
"2013/14","10","14","2","1","104"
"2013/14","10","14","2","2","1143"
"2013/14","10","14","3","1","18"
"2013/14","10","14","3","2","75"
"2013/14","10","14","5","1","22"
"2013/14","10","14","5","2","112"
"2013/14","10","15","1","1","163"
"2013/14","10","15","1","2","128"
"2013/14","10","15","2","1","574"
"2013/14","10","15","2","2","2018"
"2013/14","10","15","3","1","113"
"2013/14","10","15","3","2","211"
"2013/14","10","15","5","1","9"
"2013/14","10","15","5","2","6"
"2013/14","14","5","2","1","438"
"2013/14","14","5","2","2","166"
"2013/14","14","5","5","1","727"
"2013/14","14","5","5","2","255"
"2013/14","14","8","2","1","11"
"2013/14","14","8","2","2","18"
"2013/14","14","14","2","1","2"
"2013/14","14","14","2","2","19"
"2013/14","14","14","3","1","3"
"2013/14","14","14","3","2","16"
"2013/14","14","14","5","1","18"
"2013/14","14","14","5","2","77"
"2013/14","15","5","2","1","132"
"2013/14","15","5","2","2","177"
"2013/14","15","5","5","1","3"
"2013/14","15","5","5","2","6"
"2013/14","17","15","1","1","917"
"2013/14","17","15","1","2","847"
"2013/14","17","15","2","1","1402"
"2013/14","17","15","2","2","6017"
"2013/14","17","15","3","1","730"
"2013/14","17","15","3","2","2035"
"2013/14","17","15","5","1","57"
"2013/14","17","15","5","2","165"
"2014/15","1","1","2","1","447"
"2014/15","1","1","2","2","100"
"2014/15","1","1","3","1","57"
"2014/15","1","1","3","2","25"
"2014/15","1","1","5","1","4"
"2014/15","1","1","5","2","3"
"2014/15","1","2","2","1","974"
"2014/15","1","2","2","2","94"
"2014/15","1","2","3","1","57"
"2014/15","1","2","3","2","3"
"2014/15","1","2","5","1","136"
"2014/15","1","2","5","2","14"
"2014/15","1","3","2","1","81"
"2014/15","1","3","2","2","90"
"2014/15","1","3","3","1","28"
"2014/15","1","3","3","2","37"
"2014/15","1","4","2","1","215"
"2014/15","1","4","2","2","163"
"2014/15","1","5","2","1","647"
"2014/15","1","5","2","2","423"
"2014/15","1","5","3","1","67"
"2014/15","1","5","3","2","30"
"2014/15","1","5","5","1","18"
"2014/15","1","5","5","2","5"
"2014/15","1","6","2","1","38"
"2014/15","1","6","2","2","118"
"2014/15","1","6","3","1","9"
"2014/15","1","6","3","2","57"
"2014/15","1","6","5","1","5"
"2014/15","1","6","5","2","1"
"2014/15","1","7","2","1","82"
"2014/15","1","7","2","2","27"
"2014/15","1","7","3","1","55"
"2014/15","1","7","3","2","20"
"2014/15","1","8","2","1","189"
"2014/15","1","8","2","2","193"
"2014/15","1","8","3","1","172"
"2014/15","1","8","3","2","233"
"2014/15","1","8","5","1","37"
"2014/15","1","8","5","2","24"
"2014/15","1","12","2","1","135"
"2014/15","1","12","2","2","463"
"2014/15","1","12","3","1","12"
"2014/15","1","12","3","2","46"
"2014/15","1","12","5","1","7"
"2014/15","1","12","5","2","24"
"2014/15","1","14","2","1","129"
"2014/15","1","14","2","2","1034"
"2014/15","1","14","3","1","14"
"2014/15","1","14","3","2","74"
"2014/15","1","14","5","1","3"
"2014/15","1","14","5","2","4"
"2014/15","3","1","2","1","701"
"2014/15","3","1","2","2","266"
"2014/15","3","1","3","1","82"
"2014/15","3","1","3","2","49"
"2014/15","3","1","5","1","21"
"2014/15","3","1","5","2","4"
"2014/15","3","2","2","1","2175"
"2014/15","3","2","2","2","220"
"2014/15","3","2","3","1","195"
"2014/15","3","2","3","2","13"
"2014/15","3","2","5","1","73"
"2014/15","3","2","5","2","29"
"2014/15","3","3","2","1","257"
"2014/15","3","3","2","2","192"
"2014/15","3","3","3","1","27"
"2014/15","3","3","3","2","7"
"2014/15","3","4","2","1","61"
"2014/15","3","4","2","2","36"
"2014/15","3","5","2","1","2941"
"2014/15","3","5","2","2","2832"
"2014/15","3","5","3","1","103"
"2014/15","3","5","3","2","74"
"2014/15","3","5","5","1","183"
"2014/15","3","5","5","2","68"
"2014/15","3","6","2","1","232"
"2014/15","3","6","2","2","400"
"2014/15","3","6","3","1","62"
"2014/15","3","6","3","2","88"
"2014/15","3","6","5","1","6"
"2014/15","3","6","5","2","6"
"2014/15","3","8","2","1","386"
"2014/15","3","8","2","2","487"
"2014/15","3","8","3","1","356"
"2014/15","3","8","3","2","461"
"2014/15","3","12","2","1","676"
"2014/15","3","12","2","2","2095"
"2014/15","3","12","3","1","24"
"2014/15","3","12","3","2","61"
"2014/15","3","12","5","1","32"
"2014/15","3","12","5","2","31"
"2014/15","3","14","2","1","587"
"2014/15","3","14","2","2","2646"
"2014/15","3","14","3","1","15"
"2014/15","3","14","3","2","27"
"2014/15","3","15","2","1","14"
"2014/15","3","15","2","2","89"
"2014/15","4","1","2","1","222"
"2014/15","4","1","2","2","69"
"2014/15","4","1","3","1","54"
"2014/15","4","1","3","2","13"
"2014/15","4","1","5","1","28"
"2014/15","4","1","5","2","5"
"2014/15","4","2","2","1","1295"
"2014/15","4","2","2","2","191"
"2014/15","4","2","3","1","48"
"2014/15","4","2","3","2","4"
"2014/15","4","2","5","1","139"
"2014/15","4","2","5","2","13"
"2014/15","4","3","2","1","214"
"2014/15","4","3","2","2","150"
"2014/15","4","3","3","1","34"
"2014/15","4","3","3","2","26"
"2014/15","4","3","5","1","52"
"2014/15","4","3","5","2","28"
"2014/15","4","5","2","1","1268"
"2014/15","4","5","2","2","838"
"2014/15","4","5","3","1","147"
"2014/15","4","5","3","2","114"
"2014/15","4","5","5","1","507"
"2014/15","4","5","5","2","240"
"2014/15","4","6","2","1","149"
"2014/15","4","6","2","2","285"
"2014/15","4","6","3","1","29"
"2014/15","4","6","3","2","49"
"2014/15","4","8","2","1","161"
"2014/15","4","8","2","2","196"
"2014/15","4","8","3","1","217"
"2014/15","4","8","3","2","279"
"2014/15","4","8","5","1","8"
"2014/15","4","8","5","2","9"
"2014/15","4","12","1","2","1"
"2014/15","4","12","2","1","320"
"2014/15","4","12","2","2","877"
"2014/15","4","12","3","1","26"
"2014/15","4","12","3","2","55"
"2014/15","4","12","5","1","58"
"2014/15","4","12","5","2","100"
"2014/15","4","13","2","1","98"
"2014/15","4","13","2","2","209"
"2014/15","4","13","3","1","37"
"2014/15","4","13","3","2","55"
"2014/15","4","13","5","1","11"
"2014/15","4","13","5","2","22"
"2014/15","4","15","1","1","197"
"2014/15","4","15","1","2","218"
"2014/15","4","15","2","1","466"
"2014/15","4","15","2","2","1439"
"2014/15","4","15","3","1","120"
"2014/15","4","15","3","2","356"
"2014/15","4","15","5","1","17"
"2014/15","4","15","5","2","70"
"2014/15","5","1","2","1","329"
"2014/15","5","1","2","2","172"
"2014/15","5","1","3","1","56"
"2014/15","5","1","3","2","15"
"2014/15","5","1","5","1","48"
"2014/15","5","1","5","2","7"
"2014/15","5","2","2","1","1241"
"2014/15","5","2","2","2","107"
"2014/15","5","2","3","1","28"
"2014/15","5","2","3","2","1"
"2014/15","5","2","5","1","72"
"2014/15","5","2","5","2","4"
"2014/15","5","5","2","1","789"
"2014/15","5","5","2","2","770"
"2014/15","5","5","3","1","221"
"2014/15","5","5","3","2","175"
"2014/15","5","5","5","1","381"
"2014/15","5","5","5","2","146"
"2014/15","5","6","2","1","114"
"2014/15","5","6","2","2","312"
"2014/15","5","6","3","1","21"
"2014/15","5","6","3","2","37"
"2014/15","5","8","2","1","236"
"2014/15","5","8","2","2","252"
"2014/15","5","8","3","1","147"
"2014/15","5","8","3","2","157"
"2014/15","5","12","2","1","157"
"2014/15","5","12","2","2","516"
"2014/15","5","12","3","1","11"
"2014/15","5","12","3","2","28"
"2014/15","5","12","5","1","57"
"2014/15","5","12","5","2","111"
"2014/15","5","15","1","1","11"
"2014/15","5","15","1","2","10"
"2014/15","6","1","2","1","260"
"2014/15","6","1","2","2","87"
"2014/15","6","2","2","1","803"
"2014/15","6","2","2","2","61"
"2014/15","6","2","3","1","71"
"2014/15","6","2","3","2","11"
"2014/15","6","2","5","1","39"
"2014/15","6","2","5","2","20"
"2014/15","6","5","2","1","561"
"2014/15","6","5","2","2","372"
"2014/15","6","5","3","1","82"
"2014/15","6","5","3","2","42"
"2014/15","6","5","5","1","143"
"2014/15","6","5","5","2","50"
"2014/15","6","6","2","1","62"
"2014/15","6","6","2","2","207"
"2014/15","6","6","3","1","5"
"2014/15","6","6","3","2","17"
"2014/15","6","6","5","1","2"
"2014/15","6","6","5","2","7"
"2014/15","6","8","2","1","39"
"2014/15","6","8","2","2","34"
"2014/15","6","8","3","1","128"
"2014/15","6","8","3","2","117"
"2014/15","6","8","5","1","23"
"2014/15","6","8","5","2","22"
"2014/15","6","12","2","1","62"
"2014/15","6","12","2","2","213"
"2014/15","6","14","2","1","129"
"2014/15","6","14","2","2","437"
"2014/15","6","14","5","1","16"
"2014/15","6","14","5","2","41"
"2014/15","6","15","1","1","11"
"2014/15","6","15","1","2","18"
"2014/15","6","15","2","1","19"
"2014/15","6","15","2","2","161"
"2014/15","6","15","3","1","76"
"2014/15","6","15","3","2","93"
"2014/15","6","15","5","1","5"
"2014/15","6","15","5","2","35"
"2014/15","7","1","2","1","390"
"2014/15","7","1","2","2","151"
"2014/15","7","1","3","1","23"
"2014/15","7","1","3","2","14"
"2014/15","7","1","5","1","5"
"2014/15","7","1","5","2","2"
"2014/15","7","2","2","1","1371"
"2014/15","7","2","2","2","193"
"2014/15","7","2","3","1","95"
"2014/15","7","2","3","2","6"
"2014/15","7","2","5","1","193"
"2014/15","7","2","5","2","21"
"2014/15","7","5","2","1","692"
"2014/15","7","5","2","2","708"
"2014/15","7","5","3","1","111"
"2014/15","7","5","3","2","90"
"2014/15","7","5","5","1","332"
"2014/15","7","5","5","2","86"
"2014/15","7","12","2","1","165"
"2014/15","7","12","2","2","470"
"2014/15","7","12","3","1","4"
"2014/15","7","12","3","2","9"
"2014/15","7","12","5","1","31"
"2014/15","7","12","5","2","34"
"2014/15","7","14","2","1","17"
"2014/15","7","14","2","2","172"
"2014/15","7","14","3","1","3"
"2014/15","7","14","3","2","14"
"2014/15","7","14","5","1","6"
"2014/15","7","14","5","2","41"
"2014/15","10","1","2","1","327"
"2014/15","10","1","2","2","133"
"2014/15","10","1","3","1","56"
"2014/15","10","1","3","2","16"
"2014/15","10","2","2","1","1758"
"2014/15","10","2","2","2","147"
"2014/15","10","2","3","1","78"
"2014/15","10","2","3","2","7"
"2014/15","10","2","5","1","157"
"2014/15","10","2","5","2","16"
"2014/15","10","3","2","1","643"
"2014/15","10","3","2","2","428"
"2014/15","10","3","3","1","65"
"2014/15","10","3","3","2","77"
"2014/15","10","5","2","1","2993"
"2014/15","10","5","2","2","2369"
"2014/15","10","5","3","1","207"
"2014/15","10","5","3","2","123"
"2014/15","10","5","5","1","710"
"2014/15","10","5","5","2","377"
"2014/15","10","6","2","1","243"
"2014/15","10","6","2","2","268"
"2014/15","10","6","3","1","17"
"2014/15","10","6","3","2","27"
"2014/15","10","6","5","1","2"
"2014/15","10","6","5","2","6"
"2014/15","10","8","2","1","277"
"2014/15","10","8","2","2","400"
"2014/15","10","8","3","1","384"
"2014/15","10","8","3","2","481"
"2014/15","10","8","5","1","18"
"2014/15","10","8","5","2","49"
"2014/15","10","11","1","2","2"
"2014/15","10","11","2","1","60"
"2014/15","10","11","2","2","273"
"2014/15","10","11","3","1","8"
"2014/15","10","11","3","2","57"
"2014/15","10","11","5","1","22"
"2014/15","10","11","5","2","21"
"2014/15","10","12","2","1","172"
"2014/15","10","12","2","2","529"
"2014/15","10","12","3","1","17"
"2014/15","10","12","3","2","65"
"2014/15","10","12","5","1","12"
"2014/15","10","12","5","2","14"
"2014/15","10","13","2","1","61"
"2014/15","10","13","2","2","248"
"2014/15","10","13","3","1","13"
"2014/15","10","13","3","2","111"
"2014/15","10","13","5","1","158"
"2014/15","10","13","5","2","452"
"2014/15","10","14","2","1","114"
"2014/15","10","14","2","2","1150"
"2014/15","10","14","3","1","18"
"2014/15","10","14","3","2","96"
"2014/15","10","14","5","1","15"
"2014/15","10","14","5","2","119"
"2014/15","10","15","1","1","191"
"2014/15","10","15","1","2","147"
"2014/15","10","15","2","1","585"
"2014/15","10","15","2","2","2062"
"2014/15","10","15","3","1","132"
"2014/15","10","15","3","2","214"
"2014/15","10","15","5","1","11"
"2014/15","10","15","5","2","6"
"2014/15","14","5","2","1","455"
"2014/15","14","5","2","2","223"
"2014/15","14","5","5","1","679"
"2014/15","14","5","5","2","263"
"2014/15","14","8","2","1","17"
"2014/15","14","8","2","2","18"
"2014/15","14","8","3","1","2"
"2014/15","14","8","3","2","2"
"2014/15","14","14","2","1","2"
"2014/15","14","14","2","2","22"
"2014/15","14","14","3","1","1"
"2014/15","14","14","3","2","15"
"2014/15","14","14","5","1","19"
"2014/15","14","14","5","2","80"
"2014/15","15","5","2","1","87"
"2014/15","15","5","2","2","119"
"2014/15","15","5","5","1","7"
"2014/15","15","5","5","2","13"
"2014/15","17","15","1","1","872"
"2014/15","17","15","1","2","861"
"2014/15","17","15","2","1","1485"
"2014/15","17","15","2","2","6050"
"2014/15","17","15","3","1","853"
"2014/15","17","15","3","2","2331"
"2014/15","17","15","5","1","76"
"2014/15","17","15","5","2","175"
"2015/16","1","1","2","1","447"
"2015/16","1","1","2","2","119"
"2015/16","1","1","3","1","51"
"2015/16","1","1","3","2","22"
"2015/16","1","1","5","1","1"
"2015/16","1","1","5","2","1"
"2015/16","1","2","2","1","1002"
"2015/16","1","2","2","2","81"
"2015/16","1","2","3","1","62"
"2015/16","1","2","3","2","3"
"2015/16","1","2","5","1","212"
"2015/16","1","2","5","2","26"
"2015/16","1","3","2","1","78"
"2015/16","1","3","2","2","86"
"2015/16","1","3","3","1","43"
"2015/16","1","3","3","2","58"
"2015/16","1","4","2","1","227"
"2015/16","1","4","2","2","170"
"2015/16","1","5","2","1","636"
"2015/16","1","5","2","2","415"
"2015/16","1","5","3","1","57"
"2015/16","1","5","3","2","37"
"2015/16","1","5","5","1","24"
"2015/16","1","5","5","2","9"
"2015/16","1","6","2","1","34"
"2015/16","1","6","2","2","114"
"2015/16","1","6","3","1","14"
"2015/16","1","6","3","2","59"
"2015/16","1","6","5","1","5"
"2015/16","1","6","5","2","1"
"2015/16","1","7","2","1","88"
"2015/16","1","7","2","2","23"
"2015/16","1","7","3","1","38"
"2015/16","1","7","3","2","16"
"2015/16","1","8","2","1","179"
"2015/16","1","8","2","2","182"
"2015/16","1","8","3","1","180"
"2015/16","1","8","3","2","218"
"2015/16","1","8","5","1","21"
"2015/16","1","8","5","2","17"
"2015/16","1","12","2","1","145"
"2015/16","1","12","2","2","478"
"2015/16","1","12","3","1","15"
"2015/16","1","12","3","2","46"
"2015/16","1","12","5","1","7"
"2015/16","1","12","5","2","27"
"2015/16","1","14","2","1","126"
"2015/16","1","14","2","2","1035"
"2015/16","1","14","3","1","20"
"2015/16","1","14","3","2","80"
"2015/16","1","14","5","1","5"
"2015/16","1","14","5","2","9"
"2015/16","3","1","2","1","727"
"2015/16","3","1","2","2","293"
"2015/16","3","1","3","1","95"
"2015/16","3","1","3","2","42"
"2015/16","3","1","5","1","42"
"2015/16","3","1","5","2","8"
"2015/16","3","2","2","1","2297"
"2015/16","3","2","2","2","227"
"2015/16","3","2","3","1","231"
"2015/16","3","2","3","2","19"
"2015/16","3","2","5","1","58"
"2015/16","3","2","5","2","26"
"2015/16","3","3","2","1","250"
"2015/16","3","3","2","2","169"
"2015/16","3","3","3","1","44"
"2015/16","3","3","3","2","9"
"2015/16","3","4","2","1","71"
"2015/16","3","4","2","2","37"
"2015/16","3","5","2","1","3090"
"2015/16","3","5","2","2","3028"
"2015/16","3","5","3","1","119"
"2015/16","3","5","3","2","82"
"2015/16","3","5","5","1","172"
"2015/16","3","5","5","2","70"
"2015/16","3","6","2","1","215"
"2015/16","3","6","2","2","440"
"2015/16","3","6","3","1","85"
"2015/16","3","6","3","2","105"
"2015/16","3","6","5","1","7"
"2015/16","3","6","5","2","10"
"2015/16","3","8","2","1","384"
"2015/16","3","8","2","2","497"
"2015/16","3","8","3","1","373"
"2015/16","3","8","3","2","441"
"2015/16","3","12","2","1","680"
"2015/16","3","12","2","2","2044"
"2015/16","3","12","3","1","28"
"2015/16","3","12","3","2","74"
"2015/16","3","12","5","1","27"
"2015/16","3","12","5","2","22"
"2015/16","3","14","2","1","618"
"2015/16","3","14","2","2","2800"
"2015/16","3","14","3","1","10"
"2015/16","3","14","3","2","31"
"2015/16","3","15","2","1","14"
"2015/16","3","15","2","2","83"
"2015/16","4","1","2","1","234"
"2015/16","4","1","2","2","73"
"2015/16","4","1","3","1","58"
"2015/16","4","1","3","2","11"
"2015/16","4","1","5","1","29"
"2015/16","4","1","5","2","6"
"2015/16","4","2","2","1","1397"
"2015/16","4","2","2","2","225"
"2015/16","4","2","3","1","60"
"2015/16","4","2","3","2","5"
"2015/16","4","2","5","1","131"
"2015/16","4","2","5","2","13"
"2015/16","4","3","2","1","204"
"2015/16","4","3","2","2","142"
"2015/16","4","3","3","1","45"
"2015/16","4","3","3","2","29"
"2015/16","4","3","5","1","42"
"2015/16","4","3","5","2","24"
"2015/16","4","5","2","1","1410"
"2015/16","4","5","2","2","927"
"2015/16","4","5","3","1","142"
"2015/16","4","5","3","2","118"
"2015/16","4","5","5","1","483"
"2015/16","4","5","5","2","254"
"2015/16","4","6","2","1","153"
"2015/16","4","6","2","2","300"
"2015/16","4","6","3","1","32"
"2015/16","4","6","3","2","53"
"2015/16","4","8","2","1","164"
"2015/16","4","8","2","2","185"
"2015/16","4","8","3","1","257"
"2015/16","4","8","3","2","274"
"2015/16","4","8","5","1","3"
"2015/16","4","8","5","2","3"
"2015/16","4","12","2","1","324"
"2015/16","4","12","2","2","909"
"2015/16","4","12","3","1","24"
"2015/16","4","12","3","2","68"
"2015/16","4","12","5","1","71"
"2015/16","4","12","5","2","116"
"2015/16","4","13","2","1","95"
"2015/16","4","13","2","2","223"
"2015/16","4","13","3","1","38"
"2015/16","4","13","3","2","60"
"2015/16","4","13","5","1","12"
"2015/16","4","13","5","2","31"
"2015/16","4","15","1","1","190"
"2015/16","4","15","1","2","193"
"2015/16","4","15","2","1","528"
"2015/16","4","15","2","2","1560"
"2015/16","4","15","3","1","142"
"2015/16","4","15","3","2","410"
"2015/16","4","15","5","1","9"
"2015/16","4","15","5","2","38"
"2015/16","5","1","2","1","340"
"2015/16","5","1","2","2","193"
"2015/16","5","1","3","1","53"
"2015/16","5","1","3","2","14"
"2015/16","5","1","5","1","64"
"2015/16","5","1","5","2","11"
"2015/16","5","2","2","1","1258"
"2015/16","5","2","2","2","110"
"2015/16","5","2","3","1","45"
"2015/16","5","2","3","2","4"
"2015/16","5","2","5","1","69"
"2015/16","5","2","5","2","2"
"2015/16","5","5","2","1","736"
"2015/16","5","5","2","2","769"
"2015/16","5","5","3","1","241"
"2015/16","5","5","3","2","210"
"2015/16","5","5","5","1","408"
"2015/16","5","5","5","2","168"
"2015/16","5","6","2","1","115"
"2015/16","5","6","2","2","319"
"2015/16","5","6","3","1","18"
"2015/16","5","6","3","2","37"
"2015/16","5","8","2","1","223"
"2015/16","5","8","2","2","253"
"2015/16","5","8","3","1","147"
"2015/16","5","8","3","2","186"
"2015/16","5","8","5","1","5"
"2015/16","5","8","5","2","12"
"2015/16","5","12","2","1","183"
"2015/16","5","12","2","2","543"
"2015/16","5","12","3","1","11"
"2015/16","5","12","3","2","23"
"2015/16","5","12","5","1","43"
"2015/16","5","12","5","2","101"
"2015/16","5","15","1","1","8"
"2015/16","5","15","1","2","5"
"2015/16","6","1","2","1","246"
"2015/16","6","1","2","2","90"
"2015/16","6","2","2","1","871"
"2015/16","6","2","2","2","78"
"2015/16","6","2","3","1","85"
"2015/16","6","2","3","2","8"
"2015/16","6","2","5","1","36"
"2015/16","6","2","5","2","5"
"2015/16","6","5","2","1","543"
"2015/16","6","5","2","2","381"
"2015/16","6","5","3","1","101"
"2015/16","6","5","3","2","50"
"2015/16","6","5","5","1","181"
"2015/16","6","5","5","2","67"
"2015/16","6","6","2","1","68"
"2015/16","6","6","2","2","197"
"2015/16","6","6","3","1","3"
"2015/16","6","6","3","2","15"
"2015/16","6","6","5","1","7"
"2015/16","6","6","5","2","9"
"2015/16","6","8","2","1","33"
"2015/16","6","8","2","2","40"
"2015/16","6","8","3","1","119"
"2015/16","6","8","3","2","119"
"2015/16","6","8","5","1","19"
"2015/16","6","8","5","2","24"
"2015/16","6","12","2","1","71"
"2015/16","6","12","2","2","208"
"2015/16","6","14","2","1","147"
"2015/16","6","14","2","2","509"
"2015/16","6","14","5","1","29"
"2015/16","6","14","5","2","62"
"2015/16","6","15","1","1","12"
"2015/16","6","15","1","2","15"
"2015/16","6","15","2","1","32"
"2015/16","6","15","2","2","195"
"2015/16","6","15","3","1","76"
"2015/16","6","15","3","2","100"
"2015/16","6","15","5","1","4"
"2015/16","6","15","5","2","63"
"2015/16","7","1","2","1","403"
"2015/16","7","1","2","2","160"
"2015/16","7","1","3","1","15"
"2015/16","7","1","3","2","16"
"2015/16","7","1","5","1","6"
"2015/16","7","1","5","2","2"
"2015/16","7","2","2","1","1482"
"2015/16","7","2","2","2","199"
"2015/16","7","2","3","1","102"
"2015/16","7","2","3","2","7"
"2015/16","7","2","5","1","208"
"2015/16","7","2","5","2","36"
"2015/16","7","5","2","1","664"
"2015/16","7","5","2","2","650"
"2015/16","7","5","3","1","113"
"2015/16","7","5","3","2","81"
"2015/16","7","5","5","1","344"
"2015/16","7","5","5","2","113"
"2015/16","7","12","2","1","167"
"2015/16","7","12","2","2","474"
"2015/16","7","12","3","1","6"
"2015/16","7","12","3","2","13"
"2015/16","7","12","5","1","28"
"2015/16","7","12","5","2","40"
"2015/16","7","14","2","1","18"
"2015/16","7","14","2","2","191"
"2015/16","7","14","3","1","6"
"2015/16","7","14","3","2","26"
"2015/16","7","14","5","1","5"
"2015/16","7","14","5","2","35"
"2015/16","10","1","2","1","316"
"2015/16","10","1","2","2","113"
"2015/16","10","1","3","1","37"
"2015/16","10","1","3","2","15"
"2015/16","10","2","2","1","1735"
"2015/16","10","2","2","2","150"
"2015/16","10","2","3","1","96"
"2015/16","10","2","3","2","7"
"2015/16","10","2","5","1","153"
"2015/16","10","2","5","2","13"
"2015/16","10","3","2","1","596"
"2015/16","10","3","2","2","448"
"2015/16","10","3","3","1","81"
"2015/16","10","3","3","2","76"
"2015/16","10","5","2","1","3026"
"2015/16","10","5","2","2","2386"
"2015/16","10","5","3","1","291"
"2015/16","10","5","3","2","174"
"2015/16","10","5","5","1","812"
"2015/16","10","5","5","2","432"
"2015/16","10","6","2","1","233"
"2015/16","10","6","2","2","266"
"2015/16","10","6","3","1","17"
"2015/16","10","6","3","2","28"
"2015/16","10","6","5","1","3"
"2015/16","10","6","5","2","4"
"2015/16","10","8","2","1","278"
"2015/16","10","8","2","2","423"
"2015/16","10","8","3","1","414"
"2015/16","10","8","3","2","477"
"2015/16","10","8","5","1","21"
"2015/16","10","8","5","2","41"
"2015/16","10","11","2","1","77"
"2015/16","10","11","2","2","286"
"2015/16","10","11","3","1","12"
"2015/16","10","11","3","2","64"
"2015/16","10","11","5","1","29"
"2015/16","10","11","5","2","24"
"2015/16","10","12","2","1","176"
"2015/16","10","12","2","2","537"
"2015/16","10","12","3","1","16"
"2015/16","10","12","3","2","69"
"2015/16","10","12","5","1","13"
"2015/16","10","12","5","2","13"
"2015/16","10","13","2","1","60"
"2015/16","10","13","2","2","274"
"2015/16","10","13","3","1","25"
"2015/16","10","13","3","2","136"
"2015/16","10","13","5","1","159"
"2015/16","10","13","5","2","434"
"2015/16","10","14","2","1","129"
"2015/16","10","14","2","2","1159"
"2015/16","10","14","3","1","26"
"2015/16","10","14","3","2","112"
"2015/16","10","14","5","1","23"
"2015/16","10","14","5","2","134"
"2015/16","10","15","1","1","211"
"2015/16","10","15","1","2","161"
"2015/16","10","15","2","1","634"
"2015/16","10","15","2","2","2040"
"2015/16","10","15","3","1","150"
"2015/16","10","15","3","2","238"
"2015/16","10","15","5","1","8"
"2015/16","14","5","2","1","440"
"2015/16","14","5","2","2","267"
"2015/16","14","5","5","1","724"
"2015/16","14","5","5","2","286"
"2015/16","14","8","2","1","27"
"2015/16","14","8","2","2","20"
"2015/16","14","8","3","1","6"
"2015/16","14","8","3","2","12"
"2015/16","14","14","2","1","5"
"2015/16","14","14","2","2","22"
